EmissionID;OrganisationName;Year;TotalEmissions;GasesIncluded;ChangeFromLastYear;ReasonForChange;Scope1;Scope2;Comments;GDP;GDPCurrency;YearOfGDP;GDPSource
199;City of Greensboro;2017;4467691;CO2;Decreased;"The inventory prepared in 2015 (based on 2013 data) indicated a decrease in GHG emissions compared with the prior inventory prepared in 2010 (based on 2007 data).  The 2007 inventory found that a total of 5,365,412 tons of CO2eâ€‹ were emitted in Greensboro.  The 2013 inventory showed a decrease of 897,721 tons to 4,467,691 tons of CO2e.									
									
Among the factors found to be contributing to this reduction were:  1) greater energy efficiency and conservation in the residential and commercial sectors	 2) reduced number of industrial operations that are highly energy intensive	 3) conversion of Duke Energy's power generation plant fleet away from coal-fired units to natural gas fired units	 and 4) reduced total motor vehicle miles traveled in Greensboro.						
									
Additional factors that may have influenced this reduction include:  1) the national economic recession, during which many commercial and industrial sectors experienced significant contractions, many workers were unemployed, and many households downsized to smaller less energy consuming dwellings	 and 2) the Better Buildings for Greensboro program, which received $4.7M through American Recovery and Reinvestment Act of 2009.  The program provided:  a) free compact fluorescent lightbulbs, b) low-flow showerheads, c) Kill-A-Watt energy usage meters, d) home energy efficiency audits e) low-interest financing for purchase of energy-efficient appliances, f) energy bill rebates for home energy-efficiency upgrades, and g) funding for energy-efficiency upgrades to business and government buildings.";;;;;;;
200;City of Turku;2017;840800;CO2 CH4 N2O;Decreased;Due to weather conditions the demand for heat was low. In Finland the emission factor for electricity was low. Also other sectors decreased.;368300;472400;See answer to question C1.13a. Inventory report is available only in Finnish.;8700000000;USD     US Dollar;2012;Statistics Finland
201;City of Iowa City;2017;1045993;;Decreased;Our utility provider, MidAmerican Energy is moving towards 100% renewables for electricity. The University of Iowa has increased the use of biofuels in their power plant and the City has increased energy efficiency standards in the building code. The population of Iowa City has increased, but the per capita emissions have decreased since we have been tracking emissions.;612546;433447;;8564000000;USD     US Dollar;2013;BEA-for Metropolitan Statistical Area
202;City of Savannah;2017;3609546;CO2 CH4 N2O;This is our first year of calculation;;2381327;1228219;Inventory contains information on in-boundary transportation (transit, passenger, freight), electricity generation (residential, commercial and industrial) and stationary fuel combustion (residential, commercial and industrial).  All water and waste related emissions are already included in the municipal inventory.;15905000000;USD     US Dollar;2014;Bureau of Economic Analysis:  http://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1&acrdn=3#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=42340&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels
203;City of Brownsville;2017;2165653;;Other: Change in boundary;This year's emissions inventory includes new sources and improved methodology. At this time the appropriate base line adjustments have not been made so the cause of the decreased emissions is unknown. The base line adjustments will be made this year to determine the reason for the change.;1448514;717139;;8631000000;USD     US Dollar;2013;U.S. Bureau of Economic Analysis
204;City of Salvador;2017;3661647;;;;3242166;366395;;4745;;2012;IBGE
205;City of Houston;2017;33428301;CO2 CH4 N2O;Stayed the same;We are using the same inventory we submitted last year, and that was our first year conducting a community-wide GHG inventory using the ICLEI Community Protocol.;18917039;14511262;Medium Confidence;5,033E+11;USD     US Dollar;2015;http://www.houston.org/assets/pdf/economy/EmploymentForecast-2017-web.pdf
206;Batangas City;2017;657636;CO2 CH4 N2O;Increased;A 25% increase in the GHG emissions from 2010 were identified. Increase in economic activities and population was the main reason of emissions change.;524577;133059;N/A;;;;
207;City of Winnipeg;2017;5379024;CO2 CH4 N2O;Increased;Since our last GHG inventory in 1998, total GHG emissions have risen 2.31%, which can be largely attributed to increases in vehicle & transit sectors, as well as waste collection, water & wastewater sectors. Conversely, building electricity and natural gas usage demonstrates dramatic decreases since 1998.;5360740;18284;Emission inventory was conducted and verified by an external third-party consultant;36000000000;CAD     Canadian Dollar;2015;Economic Development Winnipeg
208;City of Piedmont, CA;2017;;;Decreased;They have decreased due to a decrease in electricity and gas usage usage in the residential sector as well an increased renewable-generated portfolio of electricity sources, specifically hydropower.;17876;25566;;3,604E+11;USD     US Dollar;2013;San Francisco/Oakland/Hayward Metropolitan Area GDP: http://www.usmayors.org/metroeconomies/2013/201311-charts.pdf
209;Greater Amman Municipality;2017;7215407;CO2 CH4 N2O;This is our first year of calculation;GHG Inventory will be updated by July 2017;3322603;3892804;Much of the data is not collected by the city, but is based on national figures. Transport data is estimated using VISUM traffic model.;11202000000;JOD     Jordanian Dinar;2015;Ministry of Energy and Mineral Resources
210;City of Indianapolis;2017;2160365;CO2;This is our first year of calculation;;726155.11;1434209.86;The data was collected through the Hestia Project by researchers at Purdue University and collaborators. It is based on direct measurements (with monitors and aircraft) and extensive modeling (hestia.project.asu.edu/). Note that this analysis does not does not compare directly to other protocols and does not necessarily include all scope 2 emissions. Indianapolis is working on a GPC inventory as well. Though the reported number has been tested and reported through peer-reviewed journals, there is limited confidence in the comparability to other cities. Published in Environmental Science and Technology by Kevin R. Gurney, Igor Razlivanov, Yang Song, Yuyu Zhou, Bedrich Benes,and Michel Abdul-Massihhttp://hestia.project.asu.edu/uploads/Gurney.ES&T.2012.final.proof.pdf;1,25E+11;USD     US Dollar;2014;Note this is Metro-area based: http://bea.gov/newsreleases/regional/gdp_metro/2014/pdf/gdp_metro0914.pdf
211;City of Baltimore;2017;7230859;CO2 CH4 N2O;Increased;Natural gas consumption decreased in residential sector but increased in commercial and industrial sectors. Electricity consumption increased across the board. Even though electricity emissions factors decreased in 2014, the increase in electricity consumption offset improvements in emissions factors. On-road and rail activity increased. Solid waste generation decreased slightly due to increased diversion of waste from the landfill but waste water generation increased.;12032078;3211447;medium/high. High confidence in stationary energy combustion and transportation emissions. Medium confidence in solid waste emissions (landfill waste emissions) due to proxy for landfill waste characterization, assumptions made for landfill gas capture system efficiency. High confidence about incineration activities in the City due to directly monitored emissions data received from EPA;4,37E+13;USD     US Dollar;2016;National Association of Counties/U.S. Bureau of Economic Analysis
212;City of Stockholm;2017;1796590;;Decreased;"Total emissions from the categories in Stockholm estimates at system boundaries have been reduced significantly over the past 10 years. Meanwhile, the population has grown by about 200 000 inhabitants. In Stockholm, it can be said that the reduction in per capita emissions by half will depend on the actual response, half of the population growth.						
The greenhouse gas emissions in Stockholm is calculated to 2.5 tonnes per capita in 2015, which can be compared to 2.6 tonnes per capita in 2014. Energy use for heating has decreased, which is due to energy efficiency measures and conversions (from oil to heat pumps). Stockholm has a clear reduction of the energy supply per capita for heating sector. Electricity use is however quite constant. The car traffic is constant in the last years even though the population has increased. However, there has been an increase in truck traffic. The overall greenhouse gas emissions from transportation is constant over the last years.";1834343;859099;;416797;;2013;GDP is in (ppp)(mllion) source: Statistics Sweden
213;City of Paris;2017;5489249;;Decreased;Thanks to Paris' climate change policy especially on sustainable mobility, social housing retrofitting, etc...;3359242;1836421;;2,56E+11;EUR     Euro;2015;national governement
214;Ho Chi Minh City;2017;30012000;CO2 PFCs CH4 SF6 N2O HFCs;This is our first year of calculation;Ho Chi Minh City has not conducted any other inventory yet.  We are conducting for 2014 and 2015 GHGs inventory but the results will be available in the end of 2017;;;This inventory is mere a preliminary calculation and still lacks reliable data of some sectors, especially industrial processes and fuel consumption. Therefore, it has not been officially published yet.;;VND     Vietnamese Ä‘á»“ng;2016;HCMC People's Committee
215;Middelfart Kommune;2017;;;;;;;;2190900000;DKK     Danish Krone;2016;
216;City of Somerville, MA;2017;598143;;This is our first year of calculation;;461798;124510;;;;;
217;City of Fort Collins;2017;2042310;;This is our first year of calculation;This is the first year that the City of Fort Collins is reporting to GPC-compliant emissions to CDP and as such, no previous years can be referenced here. While still using the ICLEI Community Protocol, the City found that its emissions had decreased 1% point below 2015 and 12% below 2005 baseline levels.;927177;1019659;;14057000000;USD     US Dollar;2015;Bureau of Economic Analysis
218;City of Portland, ME;2017;1142797;CO2 CH4 N2O;;;1145519;307336;This is a dated document;;;;
219;City of Windsor;2017;1898713;;Decreased;Community emissions have decreased between 2011 and 2014.  The largest sources of declines were in Industrial, Commercial, Institutional emissions and can likely be credited in no small part to efficiency improvements and the Province's closing of coal fired electricity generation.  The Province of Ontario made a commitment in 2002 to close all coal fired-electricity plants by 2015.  In 2014, the last coal fired electricity generation plant was closed in Ontario.;1775831;109527;;12800000000;CAD     Canadian Dollar;2016;City Economic Development Planning
220;Ayuntamiento de  Chihuahua;2017;14330261;CO2 CH4 N2O;This is our first year of calculation;;;;Datos obtenidos de estadÃ­sticas de INEGI y en algunos casos no existe registros historicos.;2;MXN     Mexican Peso;2014;INEGI
221;City of Phoenix;2017;15895005;;This is our first year of calculation;For Item C1.9b the Spreadsheet is still draft and will be available to meet Covenant of Mayor's 2017 deadline in July.;11471148;5193851;;1,97193E+11;USD     US Dollar;2015;US Bureau of Economic Analysis
