AssessmentID;OrganisationName;Assessment;YearOfPublication;BoundaryOfAssessment;Access
434;Alcaldia de Pasto;2.1.3 Report Document with challenges and opportunities final deliverable March 30, 2023.pdf;2023;Same - covers entire jurisdiction and nothing else;public
435;Taoyuan City Government;1.1a Taoyuan City Climate Risk and Vulnerability Assessment 2023 (draft).pdf;2023;Same - covers entire jurisdiction and nothing else;public
436;City Government of Makati;CLUP Adoption_CO No. 2012-101.pdf, HLURB Reso R-900 s. 2013 (Approval of Makati CLUP).pdf, Makati City CLUP-pages-47-71 (Mainstreaming DRR-CCA).pdf, Makati Zoning Ordinance 2012-102.pdf;2012;Same - covers entire jurisdiction and nothing else;public
437;Dangjin City;https://www.dangjin.go.kr/cop/bbs/BBSMSTR_000000000013/selectBoardArticle.do?bbsId=BBSMSTR_000000000013&nttId=1085359;2021;Same - covers entire jurisdiction and nothing else;public
438;City of Kisumu;CLIMATE CHANGE VULNERABILITY Report preview.pdf;2022;Same - covers entire jurisdiction and nothing else;public
439;HolbÃ¦kÂ Municipality;https://holbaek.dk/media/yeih5mpy/klimatilpasnings-strategi-holbaek-kommune-2022_endelig-vedtaget-210922.pdf;2022;Same - covers entire jurisdiction and nothing else;public
440;Tokyo Metropolitan Government;https://www.bousai.metro.tokyo.lg.jp/_res/projects/default_project/_page_/001/002/097/2honbun.pdf;2015;Same - covers entire jurisdiction and nothing else;public
441;Hutt City Council;https://www.huttcity.govt.nz/environment-and-sustainability/climate-change/climate-change-maps;2021;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: neighbouring councils (ie districts and cities);public
442;City of Prague;https://adaptacepraha.cz/en/klimaticka-zmena-english/;2017;Same - covers entire jurisdiction and nothing else;public
443;City of Lappeenranta;lappeenranta_secap_riskien_hallinta_ohjelma_id_164124.pdf;2021;Same - covers entire jurisdiction and nothing else;public
444;Freetown City;Freetown's Climate Action Planhttps://fcc.gov.sl/freetowns-first-climate-action-strategy/;2023;Same - covers entire jurisdiction and nothing else;public
445;Municipality of Athens;201130pepskaattikid11v2compressed.pdf;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Action plan for the adaptation to climate change for the Prefecture of Attica (in which Athens belongs);public
446;Ekurhuleni Metropolitan Municipality;20211223-GP-Climate_Change_RiskVulnerability_Assessment_Ekurhuleni.pdf, EMM DRVA Report FINAL DRAFT V12 2016-11-18.pdf, Main report draft v0p2b (for release as V1 after review) (003).pdf;2016;Same - covers entire jurisdiction and nothing else;public
447;City of Miami Beach, FL;The City of Miami Beach Vulnerability Assessment is confidential and not available to the public. Attached is the Miami-Dade County Sea Level Rise & Flooding Vulnerability Assessment by Tracts;2017;Same - covers entire jurisdiction and nothing else;public
448;Miami-Dade, FL;https://storymaps.arcgis.com/stories/6f1e91cf8a8e4d5d9bd67525575c042e;2022;Same - covers entire jurisdiction and nothing else;public
449;Wakefield Council;CDP Climate Change Programme Risk and Issues Log.xlsx;2022;Same - covers entire jurisdiction and nothing else;public
450;Ramona;RevisiÃ³n PLAC Ramona 2023.pdf;2023;Same - covers entire jurisdiction and nothing else;public
451;Ayuntamiento de Hermosillo;1.1a IMPLAN PPCUSO2018.pdf;2023;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: The municipal urban development program is the urban planning instrument that contains the strategies, regulations, programming of actions and evaluation. Determines risk areas and actions for adaptation and mitigation of climate change;public
452;Leeds City Council;ClimateChangeCorporateRiskAssurance2022 (1).docx;2022;Same - covers entire jurisdiction and nothing else;public
453;Bekasi City Government;RPPLH Kota Bekasi .pdf;2018;Same - covers entire jurisdiction and nothing else;public
454;Nagasaki City;https://www.city.nagasaki.lg.jp/shimin/170000/171000/p004003_d/fil/kuikisisakuhen.pdf;2017;Same - covers entire jurisdiction and nothing else;public
455;City of Richmond, BC;https://www.richmond.ca/__shared/assets/Flood_Protection_Management_Strategy57596.pdf;2019;Same - covers entire jurisdiction and nothing else;public
456;City Government of Makati;Makati Contingency Plan for Hydrometeorological Hazards.pdf, Makati Contingency Plan for Hydrometeorological Hazards-pages-9-16.pdf;2018;Same - covers entire jurisdiction and nothing else;public
457;City of San Francisco, CA;https://sfclimatehealth.org/wp-content/uploads/2018/12/SFDPH_ClimateHealthProfile_FinalDraft.pdf;2014;Same - covers entire jurisdiction and nothing else;public
458;Hua-Hin Municipality;https://www.huahin.go.th/new/files/com_news_council/2023-10_dd4c53e750826dd.xlsx;2023;Same - covers entire jurisdiction and nothing else;public
459;City of Belfast, ME;Flood Resilience Checklist DOC022019-02202019163300.pdf;2019;Same - covers entire jurisdiction and nothing else;public
460;BogotÃ¡ Distrito Capital;https://drive.google.com/file/d/1IkgIbbczdl38T5GRatQdJMG6IvLUhhPi/view?pli=1;2021;Same - covers entire jurisdiction and nothing else;public
461;Superior, CO;Boulder County_hazard-mitigation-plan.pdf, resilient-analytics-report-impacts-of-climate-change-boulder-county-colorado.pdf;2022;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Boulder Countyâ€™s Multi-Hazard Mitigation Plan is a multi-jurisdictional plan that geographically covers everything within Boulder Countyâ€™s jurisdictional boundaries, which includes the Town of Superior.;public
462;North Miami, FL;https://www.northmiamifl.gov/DocumentCenter/View/13752/CCVA-Adaptation-Planning-PDF;2021;Same - covers entire jurisdiction and nothing else;public
463;Municipality of Belo Horizonte;ANÃLISE DE VULNERABILIDADE Ã€S MUDANÃ‡AS CLIMÃTICAS DE BH.pdf;2016;Same - covers entire jurisdiction and nothing else;public
464;New Taipei City Government;(1.1a)New Taipei City Climate Change Adaption Plan 2023 outline.docx;2016;Same - covers entire jurisdiction and nothing else;public
465;Steve Tshwete; ;2022;Same - covers entire jurisdiction and nothing else;public
466;AlcaldÃ­a de Yopal;Correo con link de productos NaBa.pdf;2023;Same - covers entire jurisdiction and nothing else;public
467;Municipality of Ãgueda;ficha_de_projecto_financ_PAACA.pdf;2018;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: O plano elaborado cobre a totalidade do concelho de Ãgueda, extrapolando os limites da cidade de Ãgueda, pela natureza dos estudos efetuados, quer a base quer a Ã¡rea de influÃªncia das medidas Ã© de escala regional.;public
468;Tainan City Government;è‡ºå—å¸‚æ°£å€™è®Šé·èª¿é©è¨ˆç•«-2015.pdf;2015;Same - covers entire jurisdiction and nothing else;public
469;City of Barcelona;cap04_inudabilitat_maritima-20180227.pdf;2018;Same - covers entire jurisdiction and nothing else;public
470;Merri-bek City Council; ;2023;Smaller - covers only part of the jurisdiction, please explain exclusions: Assessment covered a subset of Council buildings as sample of more than 100 Council buildings and structures;public
471;City of Peterborough, ON;Final_City of Peterborough Climate Change Resiliency Strategy.pdf;2020;Same - covers entire jurisdiction and nothing else;public
472;City of Treviso;https://www.comune.treviso.it/myportal/C_L407/api/content/download?id=61b3278c934146b088eecafb;2021;Same - covers entire jurisdiction and nothing else;public
473;FanÃ¸ Municipality;FanoeKommune-Risikostryingsplan-2021_vedtaget.pdf;2021;Smaller - covers only part of the jurisdiction, please explain exclusions: Attached plan covers only the largest town of Fanoe, Nordby.;public
474;City of Fredericton, NB;CCAP Background Report.pdf;2020;Same - covers entire jurisdiction and nothing else;public
475;City of Barcelona;https://www.barcelona.cat/barcelona-pel-clima/sites/default/files/documents/cap02_onades_de_calor-20180322.pdf;2018;Same - covers entire jurisdiction and nothing else;public
476;Jakarta City Government;Buku-Penguatan-Sistem-Kesehatan-Publik-Perkotaan-Jakarta.pdf;2021;Same - covers entire jurisdiction and nothing else;public
477;Municipalidad de CaÃ±as;Plan Cantonal de Emergencias de CaÃ±as VersiÃ³n Final.pdf;2021;Same - covers entire jurisdiction and nothing else;public
478;City of Lisbon;https://www.lisboa.pt/cidade/ambiente/alteracoes-climaticas/ondas-de-calor;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions;public
479;Municipality of Faro;https://www.cm-faro.pt/pt/menu/1549/combate-as-alteracoes-climaticas.aspx;2019;Same - covers entire jurisdiction and nothing else;public
480;Prefeitura de Caucaia;PRODUTO 02-3 - RELATORIODEVULNERABILIDADE_NOVEMBRO2021-2_MM04_compressed (2).pdf;2021;Same - covers entire jurisdiction and nothing else;public
481;City of Santa Cruz, CA;https://www.cityofsantacruz.com/home/showpublisheddocument/87122/637739611535800000;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Includes water supply assets in the watershed outside city limits;public
482;Cuyahoga County, OH;https://www.countyplanning.us/projects/climate-action-plan/;2019;Same - covers entire jurisdiction and nothing else;public
483;City of Reno, NV;https://www.washoecounty.gov/em/files/Regional-HMP-2020.pdf;2020;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: This covers all of Washoe County of which Reno makes up most of the population;public
484;Daegu Metropolitan City;Daegu Metropolitan City Climate Change Adaptation Measures Detailed Implementation Plan Final Reporting.pdf;2022;Same - covers entire jurisdiction and nothing else;public
485;City of Barcelona;https://www.barcelona.cat/barcelona-pel-clima/sites/default/files/documents/cap07_qualitat_de_laire-internet-20180227.pdf;2018;Same - covers entire jurisdiction and nothing else;public
486;Orange County, NC;https://www.tjcog.org/sites/default/files/uploads/trrp_report_technicalreport_102418.pdf;2018;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Triangle Regional Resilience partnership.;public
487;Coventry City Council;Climate Change Final report .pdf;2023;Smaller - covers only part of the jurisdiction, please explain exclusions: Includes Coventry City Council;public
488;Buffalo City Metropolitan Municipality; ;2020;Same - covers entire jurisdiction and nothing else;public
489;City of Leicester;Leicester City Council Local Climate Impact Profile Report.pdf;2011;Same - covers entire jurisdiction and nothing else;public
490;North Tyneside Council;https://www.ukclimaterisk.org/ and https://www.gov.uk/government/publications/uk-climate-change-risk-assessment-2022;2022;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Applies to entirety of UK.;public
491;City of Lisbon;https://www.lisboa.pt/fileadmin/atualidade/noticias/user_upload/plano_metropolitano_de_adaptacao_as_alteracoes_climaticas.pdf;2019;Larger - covers the whole jurisdiction and adjoining areas, please explain additions;public
492;Canberra;https://www.environment.act.gov.au/__data/assets/pdf_file/0009/697176/20141112-EnAACT-report-final.pdf;2014;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: It covers the area of Government responsibility (the Australian Capital Territory) and areas in the south east region of the neighbouring state (New South Wales).;public
493;Gwangmyeong City;â˜…ì œ2ì°¨ ê´‘ëª…ì‹œ ê¸°í›„ë³€í™” ì ì‘ëŒ€ì±… ì„¸ë¶€ì‹œí–‰ê³„íš.pdf;2019;Same - covers entire jurisdiction and nothing else;public
494;Greater Amman Municipality;https://drive.google.com/drive/folders/17eVuD9BWNnqmVXJuo7x2UbMIsWf73jxC?usp=sharing;2021;Partial - covers part of the jurisdiction and adjoining areas, please explain exclusions/additions: The assessment report covers Amman Downtown Area which is identified as the highest area under flooding risk in Amman, but the study also identified 119 another location around Amman with flooding risks with the suggested nature-based solutions.;public
495;City Municipality of Ljubljana;https://www.ljubljana.si/assets/Uploads/Lokalni-energetski-koncept-MOL-2022-4.pdf;2022;Same - covers entire jurisdiction and nothing else;public
496;Prefeitura de SirinhaÃ©m;DiagnÃ³stico de ErosÃ£o - Guadalupe.pdf;2022;Smaller - covers only part of the jurisdiction, please explain exclusions: Ãrea acometida por risco de erosÃ£o na praia de guadalupe;public
497;City of Pietermaritzburg;DISASTER MANAGEMENT WINTER CONTINGENCY PLAN Drft 4.docx, Final climate change policy May 2019.pdf, Msunduzi Municipality - Summer Contingency Plan 2022-2023 Celma.docx, SECTOR PLAN 2022 2023 Msunduzi Disaster Management March 2022 final.docx, SECTOR PLAN 2023 2024 Msunduzi Disaster Management Last edited.docx;2016;Same - covers entire jurisdiction and nothing else;public
498;Municipalidad de Miraflores;R.A-NÂ°-009-2020-A-MM-PLAN-DE PREVENCIÃ“N Y REDUCIÃ“N DEL RIESGO DE DESASTRE.pdf, R.A-NÂ°-047-2022-A-MM-PLAN-OPERACIONES-DE-EMERGENCIAS-2022-2025.pdf, R.A-NÂ°-072-2021-A-MM-PLAN-DE CONTIGENCIA ANTE SISMO Y TSUNAMI.pdf;2022;Same - covers entire jurisdiction and nothing else;public
499;Jakarta City Government;2023KEPGUB0031209.pdf;2023;Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Tim dapat membentuk kerjasama dengan kota sekitar Jakarta dalam upaya mengatasi bencana iklim;public
500;City of Fort Collins, CO;https://www.larimer.org/emergency/hazard-mitigation-plan;2021;"Larger - covers the whole jurisdiction and adjoining areas, please explain additions: Larimer County is the county within which Fort Collins is located	 their hazard plan includes other municipalities and rural areas in addition to Fort Collins";public
501;YaoundÃ© 3;PAAEDC YdÃ© 3.pdf;2020;Same - covers entire jurisdiction and nothing else;public
502;Suphanburi;https://docs.google.com/spreadsheets/d/1JDIZwURKBN6Z-qXlxMtLHAYpJ90Dp1mb/edit?usp=sharing&ouid=105894986984081059889&rtpof=true&sd=true;2023;Same - covers entire jurisdiction and nothing else;public
503;Pingtung County Government;1.1 å±æ±æ°´ç’°å¢ƒæ”¹å–„è—åœ–è¦åŠƒæœŸåˆå ±å‘Š.pdf;2020;Same - covers entire jurisdiction and nothing else;public
504;Miami-Dade, FL;/https://miami-dade-county-sea-level-rise-strategy-draft-mdc.hub.arcgis.com;2021;Same - covers entire jurisdiction and nothing else;public
505;Trelleborg Municipality;https://www.trelleborg.se/nyheter/plan-for-nodvatten-ska-trygga-vattenforsorjningen-i-trelleborg-vid-kris/;2021;Same - covers entire jurisdiction and nothing else;public
506;Cuyahoga County, OH;1 - Cuyahoga County 2022 All Hazards Mitigation Plan Update (1).pdf;2022;Same - covers entire jurisdiction and nothing else;public
507;South Gloucestershire Council;https://council.southglos.gov.uk/documents/s130489/Appendix%201.pdf;2021;Same - covers entire jurisdiction and nothing else;public
508;Dipolog City;DipologCity_RVA_Partof LCCAP.pdf;2014;Same - covers entire jurisdiction and nothing else;public
